date,open,high,low,close,volume,average,barCount
2025-05-15,516.52,521.93,515.17,519.25,31628020.0,518.52,187853
2025-05-16,520.69,521.7,517.1,521.51,27019975.0,520.028,162143
2025-05-19,514.3,522.53,514.24,522.01,29002744.0,519.807,167416
2025-05-20,519.46,520.93,516.66,520.27,25439566.0,519.283,159839
2025-05-21,516.29,523.0,511.24,513.04,50725300.0,517.076,310660
2025-05-22,513.67,517.71,512.3,514.0,36748353.0,515.521,235409
2025-05-23,506.2,511.84,505.58,509.24,35695531.0,509.042,225674
2025-05-27,516.15,521.71,514.59,521.22,32539987.0,519.461,201089
2025-05-28,522.18,523.68,518.39,518.91,28022930.0,521.076,186309
2025-05-29,526.32,526.48,517.32,519.93,38819480.0,520.696,256088
2025-05-30,519.44,520.68,511.93,519.11,43267169.0,517.186,286428
2025-06-02,517.27,523.45,515.97,523.21,29130636.0,520.45,189412
2025-06-03,523.58,528.74,522.69,527.3,29680295.0,526.515,185299
